time;duration;id;artist;title;hook;cover
2025-04-28 00:03:38;241;31429066;Donna Summer;On the radio;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:07:37;232;31429072;Kenny Loggins;Heartlight (Welcome to Heartlight);no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:12:32;263;31429076;Amanda Marshall;Let it rain;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:16:53;204;31429080;Herbert Grönemeyer;Deine Hand;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:20:16;183;31429084;Matthew Wilder;Break my stride;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:23:13;187;31429087;The Rolling Stones;Lady Jane;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:26:16;229;31429092;Spandau Ballet;Gold;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:30:33;217;31429096;Howard Jones;What is love;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:34:06;212;31429101;Amy MacDonald;Mr Rock & Roll;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:38:43;168;31429104;J. J. Cale;Cocaine;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:41:47;269;31429109;Chris Rea;Josephine;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:46:11;181;31429112;Klaus Lage;Komm, halt mich fest;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:49:20;280;31429116;Peter Sarstedt;Where do you go to (my lovely);no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:53:56;192;31429123;Eddie Rabbitt;Drivin' my life away;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 00:57:02;190;31429126;Gloria Gaynor;I will survive;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 01:03:54;205;31429131;Orchestral Manoeuvres In The Dark;Forever live and die;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 01:07:08;264;31429136;Kate Bush;Wuthering heights;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
2025-04-28 01:12:21;238;31429142;Rod Stewart;One more time;no hook;https://onair.swr.de/covers/swr/fallback?stationid=28469
